retrieval_date,listed_currency,exchange_rate,bid_rate,offer_rate,last_updated_time,unit_currency
2026-01-27T10:48:48.461+00:00,AED,2.429500,2.385500,2.473500,2026-01-27T10:30:00.403+00:00,SEK
2026-01-27T10:48:48.461+00:00,AFN,0.134650,0.133600,0.135700,2026-01-27T10:30:00.397+00:00,SEK
2026-01-27T10:48:48.461+00:00,ALL,0.109750,0.108500,0.111000,2026-01-27T10:30:00.435+00:00,SEK
2026-01-27T10:48:48.461+00:00,AMD,0.023550,0.023300,0.023800,2026-01-27T10:30:00.397+00:00,SEK
2026-01-27T10:48:48.461+00:00,ANG,4.952050,4.873200,5.030900,2026-01-27T10:30:00.448+00:00,SEK
2026-01-27T10:48:48.461+00:00,AOA,0.009700,0.009500,0.009900,2026-01-27T10:30:00.448+00:00,SEK
2026-01-27T10:48:48.461+00:00,ARS,0.006197,0.006127,0.006267,2026-01-27T10:30:00.454+00:00,SEK
2026-01-27T10:48:48.461+00:00,AUD,6.180805,6.143140,6.218470,2026-01-27T10:30:00.586+00:00,SEK
2026-01-27T10:48:48.461+00:00,AWG,4.935000,4.820000,5.050000,2026-01-27T10:30:00.587+00:00,SEK
2026-01-27T10:48:48.461+00:00,AZN,5.250000,5.200000,5.300000,2026-01-27T10:30:00.715+00:00,SEK
2026-01-27T10:48:48.461+00:00,BAM,5.415100,5.360000,5.470200,2026-01-27T10:30:00.715+00:00,SEK
2026-01-27T10:48:48.461+00:00,BBD,4.430950,4.368800,4.493100,2026-01-27T10:30:00.715+00:00,SEK
2026-01-27T10:48:48.461+00:00,BDT,0.073000,0.072200,0.073800,2026-01-27T10:30:00.715+00:00,SEK
2026-01-27T10:48:48.461+00:00,BGN,5.420500,5.338300,5.502700,2026-01-27T10:30:00.771+00:00,SEK
2026-01-27T10:48:48.461+00:00,BHD,23.669300,23.190900,24.147700,2026-01-27T10:30:00.825+00:00,SEK
2026-01-27T10:48:48.461+00:00,BIF,0.003013,0.002982,0.003044,2026-01-27T10:30:00.825+00:00,SEK
2026-01-27T10:48:48.461+00:00,BMD,8.923450,8.868400,8.978500,2026-01-27T10:30:00.929+00:00,SEK
2026-01-27T10:48:48.461+00:00,BND,7.040700,6.997400,7.084000,2026-01-27T10:30:00.963+00:00,SEK
2026-01-27T10:48:48.461+00:00,BOB,1.291500,1.274300,1.308700,2026-01-27T10:30:00.963+00:00,SEK
