retrieval_date,listed_currency,exchange_rate,bid_rate,offer_rate,last_updated_time,unit_currency
2026-01-23T10:45:25.068+00:00,AED,2.459500,2.414900,2.504100,2026-01-23T10:30:00.693+00:00,SEK
2026-01-23T10:45:25.068+00:00,AFN,0.135650,0.134600,0.136700,2026-01-22T21:30:00.398+00:00,SEK
2026-01-23T10:45:25.068+00:00,ALL,0.109750,0.108300,0.111200,2026-01-23T10:30:04.161+00:00,SEK
2026-01-23T10:45:25.068+00:00,AMD,0.023950,0.023600,0.024300,2026-01-23T10:30:00.281+00:00,SEK
2026-01-23T10:45:25.068+00:00,ANG,5.013150,4.933300,5.093000,2026-01-23T10:30:01.028+00:00,SEK
2026-01-23T10:45:25.068+00:00,AOA,0.009850,0.009700,0.010000,2026-01-23T10:30:00.539+00:00,SEK
2026-01-23T10:45:25.068+00:00,ARS,0.006313,0.006243,0.006384,2026-01-23T10:30:01.065+00:00,SEK
2026-01-23T10:45:25.068+00:00,AUD,6.179855,6.142140,6.217570,2026-01-23T10:30:00.255+00:00,SEK
2026-01-23T10:45:25.068+00:00,AWG,4.990000,4.870000,5.110000,2026-01-23T10:30:01.167+00:00,SEK
2026-01-23T10:45:25.068+00:00,AZN,5.315000,5.260000,5.370000,2026-01-23T10:30:01.336+00:00,SEK
2026-01-23T10:45:25.068+00:00,BAM,5.413400,5.358100,5.468700,2026-01-23T10:30:00.521+00:00,SEK
2026-01-23T10:45:25.068+00:00,BBD,4.485600,4.422700,4.548500,2026-01-23T10:30:01.362+00:00,SEK
2026-01-23T10:45:25.068+00:00,BDT,0.073850,0.073300,0.074400,2026-01-23T10:30:01.370+00:00,SEK
2026-01-23T10:45:25.068+00:00,BGN,5.418550,5.336400,5.500700,2026-01-23T10:30:01.440+00:00,SEK
2026-01-23T10:45:25.068+00:00,BHD,23.959900,23.475500,24.444300,2026-01-23T10:30:01.455+00:00,SEK
2026-01-23T10:45:25.068+00:00,BIF,0.003050,0.003019,0.003082,2026-01-23T10:30:01.462+00:00,SEK
2026-01-23T10:45:25.068+00:00,BMD,9.033450,8.977700,9.089200,2026-01-23T10:30:00.727+00:00,SEK
2026-01-23T10:45:25.068+00:00,BND,7.061300,7.016200,7.106400,2026-01-23T10:30:01.466+00:00,SEK
2026-01-23T10:45:25.068+00:00,BOB,1.307450,1.290000,1.324900,2026-01-23T10:30:01.653+00:00,SEK
2026-01-23T10:45:25.068+00:00,BRL,1.708655,1.660536,1.756774,2026-01-23T10:30:01.629+00:00,SEK
2026-01-23T10:45:25.068+00:00,BSD,9.033450,8.977700,9.089200,2026-01-23T10:30:01.667+00:00,SEK
2026-01-23T10:45:25.068+00:00,BWP,0.660950,0.607800,0.714100,2026-01-23T10:30:01.651+00:00,SEK
2026-01-23T10:45:25.068+00:00,BYN,3.190250,3.162600,3.217900,2026-01-23T10:30:00.557+00:00,SEK
2026-01-23T10:45:25.068+00:00,BZD,4.491850,4.440000,4.543700,2026-01-23T10:30:01.651+00:00,SEK
2026-01-23T10:45:25.068+00:00,CAD,6.551150,6.511000,6.591300,2026-01-23T10:30:00.551+00:00,SEK
2026-01-23T10:45:25.068+00:00,CDF,0.003957,0.003820,0.004094,2026-01-23T10:30:01.676+00:00,SEK
2026-01-23T10:45:25.068+00:00,CHF,11.420650,11.351000,11.490300,2026-01-23T10:30:00.551+00:00,SEK
2026-01-23T10:45:25.068+00:00,CLP,0.010374,0.010209,0.010540,2026-01-23T10:30:01.835+00:00,SEK
2026-01-23T10:45:25.068+00:00,CNY,1.297500,1.287000,1.308000,2026-01-23T10:30:00.660+00:00,SEK
2026-01-23T10:45:25.068+00:00,COP,0.002507,0.002411,0.002603,2026-01-23T10:30:01.908+00:00,SEK
2026-01-23T10:45:25.068+00:00,CRC,0.018250,0.017900,0.018600,2026-01-23T10:30:01.977+00:00,SEK
2026-01-23T10:45:25.068+00:00,CUP,0.376395,0.374108,0.378681,2026-01-23T10:30:01.827+00:00,SEK
2026-01-23T10:45:25.068+00:00,CVE,0.095700,0.094600,0.096800,2026-01-23T10:30:01.988+00:00,SEK
2026-01-23T10:45:25.068+00:00,CZK,0.436935,0.432930,0.440940,2026-01-23T10:30:00.718+00:00,SEK
2026-01-23T10:45:25.068+00:00,DJF,0.050700,0.050200,0.051200,2026-01-23T10:30:02.007+00:00,SEK
2026-01-23T10:45:25.068+00:00,DKK,1.418905,1.411440,1.426370,2026-01-23T10:30:00.965+00:00,SEK
2026-01-23T10:45:25.068+00:00,DOP,0.143350,0.142000,0.144700,2026-01-23T10:30:00.585+00:00,SEK
2026-01-23T10:45:25.068+00:00,DZD,0.069650,0.066500,0.072800,2026-01-23T10:30:02.294+00:00,SEK
2026-01-23T10:45:25.068+00:00,EGP,0.191512,0.180103,0.202920,2026-01-23T10:30:01.332+00:00,SEK
2026-01-23T10:45:25.068+00:00,ERN,0.599250,0.592600,0.605900,2026-01-23T10:30:00.987+00:00,SEK
2026-01-23T10:45:25.068+00:00,ETB,0.058000,0.057400,0.058600,2026-01-23T10:30:06.217+00:00,SEK
2026-01-23T10:45:25.068+00:00,EUR,10.598050,10.532000,10.664100,2026-01-23T10:30:01.068+00:00,SEK
2026-01-23T10:45:25.068+00:00,FJD,4.014900,3.913700,4.116100,2026-01-23T10:30:02.678+00:00,SEK
2026-01-23T10:45:25.068+00:00,GBP,12.226050,12.141700,12.310400,2026-01-23T10:30:01.301+00:00,SEK
2026-01-23T10:45:25.068+00:00,GEL,3.353850,3.296100,3.411600,2026-01-23T10:30:02.689+00:00,SEK
2026-01-23T10:45:25.068+00:00,GHS,0.828850,0.793700,0.864000,2026-01-23T10:30:01.328+00:00,SEK
2026-01-23T10:45:25.068+00:00,GIP,6.699150,6.656200,6.742100,2026-01-23T10:30:02.710+00:00,SEK
2026-01-23T10:45:25.068+00:00,GMD,0.121950,0.120500,0.123400,2026-01-23T10:30:02.568+00:00,SEK
2026-01-23T10:45:25.068+00:00,GNF,0.001032,0.001020,0.001043,2026-01-23T10:30:01.337+00:00,SEK
2026-01-23T10:45:25.068+00:00,GTQ,1.177000,1.168300,1.185700,2026-01-23T10:30:02.718+00:00,SEK
2026-01-23T10:45:25.068+00:00,GYD,0.043150,0.042600,0.043700,2026-01-23T10:30:02.722+00:00,SEK
2026-01-23T10:45:25.068+00:00,HKD,1.158495,1.148430,1.168560,2026-01-23T10:30:01.356+00:00,SEK
2026-01-23T10:45:25.068+00:00,HNL,0.342450,0.340000,0.344900,2026-01-23T10:30:01.560+00:00,SEK
2026-01-23T10:45:25.068+00:00,HTG,0.069000,0.068300,0.069700,2026-01-23T10:30:00.875+00:00,SEK
2026-01-23T10:45:25.068+00:00,HUF,0.027706,0.027536,0.027875,2026-01-23T10:30:01.367+00:00,SEK
2026-01-23T10:45:25.068+00:00,IDR,0.000537,0.000524,0.000550,2026-01-23T10:30:01.374+00:00,SEK
2026-01-23T10:45:25.068+00:00,ILS,2.873650,2.809400,2.937900,2026-01-23T10:30:02.835+00:00,SEK
2026-01-23T10:45:25.068+00:00,INR,0.098291,0.094385,0.102198,2026-01-23T10:30:01.461+00:00,SEK
2026-01-23T10:45:25.068+00:00,IQD,0.006895,0.006616,0.007175,2026-01-23T10:30:01.542+00:00,SEK
2026-01-23T10:45:25.068+00:00,IRR,0.000008,0.000008,0.000008,2026-01-22T21:30:01.725+00:00,SEK
2026-01-23T10:45:25.068+00:00,ISK,0.072600,0.070800,0.074400,2026-01-23T10:30:01.475+00:00,SEK
2026-01-23T10:45:25.068+00:00,JMD,0.057400,0.056700,0.058100,2026-01-23T10:30:03.034+00:00,SEK
2026-01-23T10:45:25.068+00:00,JOD,12.741600,12.404200,13.079000,2026-01-23T10:30:06.217+00:00,SEK
2026-01-23T10:45:25.068+00:00,JPY,0.057125,0.056776,0.057474,2026-01-23T10:30:06.089+00:00,SEK
2026-01-23T10:45:25.068+00:00,KES,0.070172,0.067521,0.072823,2026-01-23T10:30:03.132+00:00,SEK
2026-01-23T10:45:25.068+00:00,KHR,0.002244,0.002227,0.002261,2026-01-23T10:30:03.278+00:00,SEK
2026-01-23T10:45:25.068+00:00,KMF,0.021450,0.021200,0.021700,2026-01-23T10:30:01.880+00:00,SEK
2026-01-23T10:45:25.068+00:00,KRW,0.006154,0.006052,0.006257,2026-01-23T10:30:01.892+00:00,SEK
2026-01-23T10:45:25.068+00:00,KWD,29.406150,28.767600,30.044700,2026-01-23T10:30:02.491+00:00,SEK
2026-01-23T10:45:25.068+00:00,KZT,0.017930,0.017193,0.018667,2026-01-23T10:30:02.937+00:00,SEK
2026-01-23T10:45:25.068+00:00,LAK,0.000418,0.000413,0.000423,2026-01-23T10:30:03.311+00:00,SEK
2026-01-23T10:45:25.068+00:00,LBP,0.000101,0.000100,0.000102,2026-01-23T10:30:03.303+00:00,SEK
2026-01-23T10:45:25.068+00:00,LKR,0.029175,0.028990,0.029360,2026-01-23T10:30:02.855+00:00,SEK
2026-01-23T10:45:25.068+00:00,LRD,0.048800,0.048200,0.049400,2026-01-23T10:30:02.888+00:00,SEK
2026-01-23T10:45:25.068+00:00,LSL,0.558700,0.555200,0.562200,2026-01-23T10:30:06.165+00:00,SEK
2026-01-23T10:45:25.068+00:00,LYD,1.419750,1.408000,1.431500,2026-01-23T10:30:03.134+00:00,SEK
2026-01-23T10:45:25.068+00:00,MAD,0.984950,0.959200,1.010700,2026-01-23T10:30:01.924+00:00,SEK
2026-01-23T10:45:25.068+00:00,MDL,0.530800,0.523800,0.537800,2026-01-23T10:30:03.501+00:00,SEK
2026-01-23T10:45:25.068+00:00,MGA,0.001995,0.001970,0.002020,2026-01-23T10:30:02.641+00:00,SEK
2026-01-23T10:45:25.068+00:00,MKD,0.171800,0.170100,0.173500,2026-01-23T10:30:01.932+00:00,SEK
2026-01-23T10:45:25.068+00:00,MMK,0.004301,0.004262,0.004341,2026-01-23T10:30:02.648+00:00,SEK
2026-01-23T10:45:25.068+00:00,MNT,0.002550,0.002500,0.002600,2026-01-23T10:30:03.516+00:00,SEK
2026-01-23T10:45:25.068+00:00,MOP,1.124200,1.116800,1.131600,2026-01-23T10:30:03.517+00:00,SEK
2026-01-23T10:45:25.068+00:00,MRO,0.025300,0.025000,0.025600,2026-01-23T10:30:01.938+00:00,SEK
2026-01-23T10:45:25.068+00:00,MUR,0.191250,0.176400,0.206100,2026-01-23T10:30:03.116+00:00,SEK
2026-01-23T10:45:25.068+00:00,MVR,0.584300,0.579200,0.589400,2026-01-23T10:30:03.531+00:00,SEK
2026-01-23T10:45:25.068+00:00,MWK,0.005200,0.005100,0.005300,2026-01-23T10:30:01.954+00:00,SEK
