retrieval_date,listed_currency,exchange_rate,bid_rate,offer_rate,last_updated_time,unit_currency
2026-01-13T10:43:45.023+00:00,AED,2.499450,2.454100,2.544800,2026-01-13T10:30:00.383+00:00,SEK
2026-01-13T10:43:45.023+00:00,AFN,0.138500,0.137400,0.139600,2026-01-13T10:30:00.273+00:00,SEK
2026-01-13T10:43:45.023+00:00,ALL,0.110900,0.109700,0.112100,2026-01-13T10:30:00.716+00:00,SEK
2026-01-13T10:43:45.023+00:00,AMD,0.024150,0.023800,0.024500,2026-01-13T10:30:00.718+00:00,SEK
2026-01-13T10:43:45.023+00:00,ANG,5.094650,5.013500,5.175800,2026-01-13T10:30:00.740+00:00,SEK
2026-01-13T10:43:45.023+00:00,AOA,0.010000,0.009800,0.010200,2026-01-13T10:30:00.750+00:00,SEK
2026-01-13T10:43:45.023+00:00,ARS,0.006247,0.006176,0.006318,2026-01-13T10:30:00.813+00:00,SEK
2026-01-13T10:43:45.023+00:00,AUD,6.151660,6.114140,6.189180,2026-01-13T10:30:00.580+00:00,SEK
2026-01-13T10:43:45.023+00:00,AWG,5.070000,4.950000,5.190000,2026-01-13T10:30:00.824+00:00,SEK
2026-01-13T10:43:45.023+00:00,AZN,5.400000,5.350000,5.450000,2026-01-13T10:30:00.614+00:00,SEK
2026-01-13T10:43:45.023+00:00,BAM,5.471400,5.415500,5.527300,2026-01-13T10:30:00.585+00:00,SEK
2026-01-13T10:43:45.023+00:00,BBD,4.558550,4.494600,4.622500,2026-01-13T10:30:00.950+00:00,SEK
2026-01-13T10:43:45.023+00:00,BDT,0.075100,0.074300,0.075900,2026-01-13T10:30:00.954+00:00,SEK
2026-01-13T10:43:45.023+00:00,BGN,5.476400,5.393400,5.559400,2026-01-13T10:30:00.822+00:00,SEK
2026-01-13T10:43:45.023+00:00,BHD,24.318600,23.826700,24.810500,2026-01-12T21:30:00.921+00:00,SEK
2026-01-13T10:43:45.023+00:00,BIF,0.003102,0.003070,0.003134,2026-01-13T10:30:01.115+00:00,SEK
2026-01-13T10:43:45.023+00:00,BMD,9.180350,9.123700,9.237000,2026-01-13T10:30:00.614+00:00,SEK
2026-01-13T10:43:45.023+00:00,BND,7.131750,7.087000,7.176500,2026-01-13T10:30:01.299+00:00,SEK
2026-01-13T10:43:45.023+00:00,BOB,1.328700,1.311000,1.346400,2026-01-13T10:30:01.301+00:00,SEK
2026-01-13T10:43:45.023+00:00,BRL,1.708484,1.660239,1.756728,2026-01-13T10:30:01.319+00:00,SEK
2026-01-13T10:43:45.023+00:00,BSD,9.180350,9.123700,9.237000,2026-01-13T10:30:00.647+00:00,SEK
2026-01-13T10:43:45.023+00:00,BWP,0.689200,0.621200,0.757200,2026-01-13T10:30:01.289+00:00,SEK
