retrieval_date,listed_currency,exchange_rate,bid_rate,offer_rate,last_updated_time,unit_currency
2026-02-23T11:07:18.476+00:00,AED,2.467600,2.422800,2.512400,2026-02-23T11:00:00.225+00:00,SEK
2026-02-23T11:07:18.476+00:00,AFN,0.143450,0.142300,0.144600,2026-02-23T11:00:00.226+00:00,SEK
2026-02-23T11:07:18.476+00:00,ALL,0.111100,0.109900,0.112300,2026-02-23T11:00:00.235+00:00,SEK
2026-02-23T11:07:18.476+00:00,AMD,0.024050,0.023800,0.024300,2026-02-23T11:00:00.252+00:00,SEK
2026-02-23T11:07:18.476+00:00,ANG,5.029850,4.949700,5.110000,2026-02-23T11:00:00.263+00:00,SEK
2026-02-23T11:07:18.476+00:00,AOA,0.009800,0.009600,0.010000,2026-02-18T22:00:00.473+00:00,SEK
2026-02-23T11:07:18.476+00:00,ARS,0.006581,0.006507,0.006656,2026-02-23T11:00:00.312+00:00,SEK
2026-02-23T11:07:18.476+00:00,AUD,6.414710,6.375580,6.453840,2026-02-23T11:00:00.354+00:00,SEK
2026-02-23T11:07:18.476+00:00,AWG,5.000000,4.860000,5.140000,2026-02-18T22:00:03.439+00:00,SEK
2026-02-23T11:07:18.476+00:00,AZN,5.330000,5.280000,5.380000,2026-02-23T11:00:00.354+00:00,SEK
2026-02-23T11:07:18.476+00:00,BAM,5.462200,5.406600,5.517800,2026-02-23T11:00:00.319+00:00,SEK
2026-02-23T11:07:18.476+00:00,BBD,4.500550,4.437400,4.563700,2026-02-23T11:00:00.390+00:00,SEK
2026-02-23T11:07:18.476+00:00,BDT,0.074200,0.073400,0.075000,2026-02-23T11:00:00.393+00:00,SEK
2026-02-23T11:07:18.476+00:00,BGN,5.426850,5.344600,5.509100,2026-02-05T11:30:00.345+00:00,SEK
2026-02-23T11:07:18.476+00:00,BHD,24.037900,23.551700,24.524100,2026-02-23T11:00:00.400+00:00,SEK
2026-02-23T11:07:18.476+00:00,BIF,0.003064,0.003036,0.003092,2026-02-23T11:00:00.418+00:00,SEK
2026-02-23T11:07:18.476+00:00,BMD,9.063550,9.007500,9.119600,2026-02-23T11:00:00.404+00:00,SEK
2026-02-23T11:07:18.476+00:00,BND,7.118650,7.055700,7.181600,2026-02-18T21:30:00.504+00:00,SEK
2026-02-23T11:07:18.476+00:00,BOB,1.301100,1.275900,1.326300,2026-02-18T21:30:00.559+00:00,SEK
2026-02-23T11:07:18.476+00:00,BRL,1.750109,1.703274,1.796943,2026-02-23T11:00:00.482+00:00,SEK
2026-02-23T11:07:18.476+00:00,BSD,9.063550,9.007500,9.119600,2026-02-23T11:00:00.482+00:00,SEK
2026-02-23T11:07:18.476+00:00,BWP,0.658350,0.612500,0.704200,2026-02-23T11:00:00.454+00:00,SEK
2026-02-23T11:07:18.476+00:00,BYN,3.160050,3.128400,3.191700,2026-02-23T11:00:00.484+00:00,SEK
2026-02-23T11:07:18.476+00:00,BZD,4.506800,4.454700,4.558900,2026-02-23T11:00:00.486+00:00,SEK
2026-02-23T11:07:18.476+00:00,CAD,6.628250,6.587700,6.668800,2026-02-23T11:00:00.731+00:00,SEK
2026-02-23T11:07:18.476+00:00,CDF,0.003925,0.003833,0.004016,2026-02-23T11:00:00.736+00:00,SEK
2026-02-23T11:07:18.476+00:00,CHF,11.698450,11.627000,11.769900,2026-02-23T11:00:06.484+00:00,SEK
2026-02-23T11:07:18.476+00:00,CLP,0.010459,0.010363,0.010556,2026-02-23T11:00:00.752+00:00,SEK
