retrieval_date,listed_currency,exchange_rate,bid_rate,offer_rate,last_updated_time,unit_currency
2026-02-10T11:11:40.582+00:00,AED,2.430450,2.386400,2.474500,2026-02-10T11:00:01.771+00:00,SEK
2026-02-10T11:11:40.582+00:00,AFN,0.137450,0.136400,0.138500,2026-02-10T11:00:01.854+00:00,SEK
2026-02-10T11:11:40.582+00:00,ALL,0.110350,0.109400,0.111300,2026-02-10T11:00:00.888+00:00,SEK
2026-02-10T11:11:40.582+00:00,AMD,0.023700,0.023300,0.024100,2026-02-10T11:00:01.770+00:00,SEK
2026-02-10T11:11:40.582+00:00,ANG,4.954100,4.875200,5.033000,2026-02-10T11:00:01.771+00:00,SEK
2026-02-10T11:11:40.582+00:00,AOA,0.009700,0.009500,0.009900,2026-02-10T11:00:01.971+00:00,SEK
2026-02-10T11:11:40.582+00:00,ARS,0.006292,0.006216,0.006368,2026-02-10T11:00:02.373+00:00,SEK
2026-02-10T11:11:40.582+00:00,AUD,6.314870,6.276410,6.353330,2026-02-10T11:00:02.408+00:00,SEK
2026-02-10T11:11:40.582+00:00,AWG,4.935000,4.820000,5.050000,2026-02-10T11:00:02.374+00:00,SEK
2026-02-10T11:11:40.582+00:00,AZN,5.250000,5.200000,5.300000,2026-02-10T11:00:02.407+00:00,SEK
2026-02-10T11:11:40.582+00:00,BAM,5.430700,5.374900,5.486500,2026-02-10T11:00:02.414+00:00,SEK
2026-02-10T11:11:40.582+00:00,BBD,4.432850,4.370700,4.495000,2026-02-10T11:00:02.482+00:00,SEK
2026-02-10T11:11:40.582+00:00,BDT,0.073000,0.072500,0.073500,2026-02-10T11:00:02.483+00:00,SEK
2026-02-10T11:11:40.582+00:00,BGN,5.426850,5.344600,5.509100,2026-02-05T11:30:00.345+00:00,SEK
2026-02-10T11:11:40.582+00:00,BHD,23.677450,23.198800,24.156100,2026-02-10T11:00:02.492+00:00,SEK
2026-02-10T11:11:40.582+00:00,BIF,0.003012,0.002981,0.003043,2026-02-10T11:00:02.493+00:00,SEK
2026-02-10T11:11:40.582+00:00,BMD,8.927200,8.872100,8.982300,2026-02-10T11:00:02.421+00:00,SEK
2026-02-10T11:11:40.582+00:00,BND,7.053450,7.007500,7.099400,2026-02-10T11:00:02.493+00:00,SEK
2026-02-10T11:11:40.582+00:00,BOB,1.292050,1.274800,1.309300,2026-02-10T11:00:02.493+00:00,SEK
2026-02-10T11:11:40.582+00:00,BRL,1.718433,1.670390,1.766475,2026-02-10T11:00:08.909+00:00,SEK
2026-02-10T11:11:40.582+00:00,BSD,8.927200,8.872100,8.982300,2026-02-10T11:00:02.688+00:00,SEK
2026-02-10T11:11:40.582+00:00,BWP,0.648750,0.606700,0.690800,2026-02-10T11:00:02.688+00:00,SEK
2026-02-10T11:11:40.582+00:00,BYN,3.118850,3.091800,3.145900,2026-02-10T11:00:02.688+00:00,SEK
2026-02-10T11:11:40.582+00:00,BZD,4.439000,4.387700,4.490300,2026-02-10T11:00:08.909+00:00,SEK
2026-02-10T11:11:40.582+00:00,CAD,6.583150,6.543000,6.623300,2026-02-10T11:00:02.694+00:00,SEK
2026-02-10T11:11:40.582+00:00,CDF,0.003909,0.003775,0.004043,2026-02-10T11:00:02.685+00:00,SEK
2026-02-10T11:11:40.582+00:00,CHF,11.655400,11.584400,11.726400,2026-02-10T11:00:02.729+00:00,SEK
2026-02-10T11:11:40.582+00:00,CLP,0.010464,0.010293,0.010635,2026-02-10T11:00:02.763+00:00,SEK
2026-02-10T11:11:40.582+00:00,CNY,1.292000,1.281500,1.302500,2026-02-10T11:00:02.764+00:00,SEK
2026-02-10T11:11:40.582+00:00,COP,0.002431,0.002406,0.002455,2026-02-10T11:00:02.764+00:00,SEK
2026-02-10T11:11:40.582+00:00,CRC,0.018050,0.017700,0.018400,2026-02-10T11:00:02.764+00:00,SEK
2026-02-10T11:11:40.582+00:00,CUP,0.371966,0.369707,0.374225,2026-02-10T11:00:02.764+00:00,SEK
2026-02-10T11:11:40.582+00:00,CVE,0.096000,0.094900,0.097100,2026-02-10T11:00:02.764+00:00,SEK
2026-02-10T11:11:40.582+00:00,CZK,0.438515,0.434500,0.442530,2026-02-10T11:00:03.082+00:00,SEK
